// 8 25
// 9 24
// 9 24.5
// 8 25.5
// The following stables colored squares:
CS (54, 476) (83, 43) - 1 5 15 1 7 21 1 5 16 6 19 1 6 1 17 6 20 7 1 14 1 7 20 6 17 1 6 1 19 6 16 5 1 21 7 1 15 5 1 21 6 14 4 12 4 12 4 12 4 12 4 14 6 21
OSO (11, 81) (84, 735) - 1 5 14 4 10 4 15 1 6 1 20
OSO (13, 111) (84, 642) - 1 5 12 4 14 6 20 6 17 1 6 1 18
CS (34, 340) (84, 3230) - 1 5 12 4 14 6 20 6 17 1 6 1 17 6 20 6 14 4 12 5 1 19 6 16 6 20 6 16 6 20 6 16 6 19
CS (38, 340) (84, 16) - 1 5 12 4 14 6 20 6 17 1 6 1 17 6 20 6 14 4 12 5 1 19 6 16 4 8 4 16 4 8 4 16 4 8 4 16 6 19
CS (52, 496) (84, 2090) - 1 5 12 4 14 6 21 1 5 16 6 20 7 1 15 6 20 6 15 1 7 20 6 16 5 1 21 6 14 4 12 5 1 19 6 16 6 21 1 5 16 4 8 4 16 5 1 21 6 16 6 19
CS (66, 548) (84, 2) - 1 5 12 4 12 4 8 2 4 2 8 4 12 4 12 5 1 19 6 14 5 1 19 6 15 1 6 1 19 7 1 15 6 18 6 14 6 19 1 5 12 4 12 5 1 19 6 14 6 18 6 15 1 7 19 1 6 1 15 6 19 1 5 14 6 19
OSO (17, 103) (85, 1043) - 1 5 12 4 12 2 2 2 8 2 6 4 17 1 6 1 18
OSO (17, 137) (86, 205) - 1 6 1 15 4 8 2 6 4 16 6 20 7 1 15 6 19
OSO (19, 149) (86, 35) - 1 5 16 6 19 1 6 1 17 6 19 1 6 1 16 1 6 1 20
CS (28, 196) (86, 12) - 1 5 12 2 4 2 6 2 8 2 6 2 4 2 12 5 1 19 6 18 5 1 22 1 5 18 6 19
CS (36, 300) (86, 171) - 1 5 14 5 1 19 6 16 6 20 7 1 15 6 18 4 6 2 6 2 6 2 6 2 6 4 18 6 15 1 7 20 6 16 6 19
CS (42, 364) (86, 70) - 1 5 12 4 12 4 12 4 12 5 1 17 4 6 2 8 4 16 6 20 7 1 15 6 20 6 16 6 20 6 15 1 7 20 6 16 4 8 2 6 4 17
CS (50, 320) (86, 217) - 1 5 10 2 4 2 6 2 6 2 6 4 17 1 5 12 4 12 5 1 18 1 5 12 4 12 5 1 17 4 6 2 6 2 6 2 4 2 10 5 1 17 6 17 1 6 1 17 6 17
CS (50, 408) (86, 259) - 1 5 12 4 12 5 1 17 4 6 2 8 4 14 6 20 7 1 15 6 18 6 17 1 6 1 17 6 18 6 15 1 7 20 6 14 4 8 2 6 4 17 1 5 12 4 12 5 1 18
OSO (13, 127) (87, 153) - 1 5 14 4 10 4 16 6 18 6 18 6 19
OSO (17, 141) (87, 88) - 1 5 12 4 14 6 20 6 14 4 10 4 15 1 6 1 18
OSO (17, 141) (87, 6) - 1 5 12 4 14 5 1 20 1 5 14 4 10 4 16 6 19
OSO (17, 143) (87, 22) - 1 5 14 5 1 18 1 6 1 17 6 20 6 16 5 1 20
CS (40, 300) (87, 428) - 1 5 12 2 2 2 8 4 14 6 18 6 14 4 8 2 2 2 12 5 1 19 6 14 4 8 4 14 5 1 20 1 5 14 4 8 4 14 6 19
CS (44, 396) (87, 1437) - 1 5 12 4 12 4 12 4 12 4 12 4 13 1 7 20 6 16 6 20 6 16 6 20 6 16 6 20 7 1 13 4 12 4 12 4 12 4 12 4 12 5 1 18
CS (50, 472) (87, 96) - 1 5 16 5 1 21 6 15 1 7 21 1 5 16 6 20 6 16 5 1 21 6 14 4 12 4 12 4 12 4 12 4 14 6 21 1 5 16 6 20 6 16 5 1 21 7 1 15 6 21
OSO (15, 97) (88, 305) - 1 5 14 4 10 2 4 2 8 4 15 1 6 1 20
CS (32, 308) (88, 234) - 1 5 14 4 10 4 16 6 20 6 16 4 10 4 14 5 1 19 6 18 6 20 7 1 14 1 7 20 6 18 6 19
